Date,Close/Last,Volume,Open,High,Low
02/10/2017,$31.6212,19302050,$31.6798,$31.7189,$31.5039
02/09/2017,$31.6505,23816320,$31.5332,$31.8069,$31.5039
02/08/2017,$31.4159,19159310,$31.2009,$31.6163,$31.2009
02/07/2017,$31.3573,23511650,$31.5919,$31.6212,$31.2204
02/06/2017,$31.5039,24520860,$31.2791,$31.6016,$31.2204
02/03/2017,$31.3671,35986480,$31.3964,$31.5137,$31.2009
02/02/2017,$31.0152,23356750,$30.761,$31.0152,$30.6144
02/01/2017,$30.9565,28473440,$30.8001,$30.9761,$30.5557
01/31/2017,$31.0152,37424010,$30.3114,$31.2107,$30.2374
01/30/2017,$30.6046,27431340,$30.761,$30.7903,$30.3603
01/27/2017,$30.7121,24051760,$30.761,$30.8294,$30.5557
01/26/2017,$30.5753,27182780,$30.6926,$30.761,$30.4971
01/25/2017,$30.5851,32166600,$30.6535,$30.8099,$30.3994
01/24/2017,$30.4482,29619330,$30.6926,$30.7512,$30.2039
01/23/2017,$30.7512,24760270,$30.9663,$31.1031,$30.7317
01/20/2017,$31.0543,30094910,$31.0054,$31.3964,$30.9467
01/19/2017,$30.9858,26107840,$31.3377,$31.3671,$30.8197
01/18/2017,$31.3084,21447690,$31.3671,$31.5479,$31.2302
01/17/2017,$31.3377,32098940,$31.6212,$31.6505,$31.064
01/13/2017,$31.7874,20291170,$31.934,$32.0415,$31.6016
01/12/2017,$31.8656,31743690,$31.7971,$31.8851,$31.5723
01/11/2017,$32.0904,40433710,$32.6182,$32.7844,$31.6701
